TRANSACTION_ID,TX_DATETIME,CUSTOMER_ID,TERMINAL_ID,TX_AMOUNT,TX_TIME_SECONDS,TX_TIME_DAYS,TX_FRAUD,TX_FRAUD_SCENARIO,TX_DURING_WEEKEND,TX_DURING_NIGHT,CUSTOMER_ID_NB_TX_1DAY_WINDOW,CUSTOMER_ID_AVG_AMOUNT_1DAY_WINDOW,CUSTOMER_ID_NB_TX_7DAY_WINDOW,CUSTOMER_ID_AVG_AMOUNT_7DAY_WINDOW,CUSTOMER_ID_NB_TX_30DAY_WINDOW,CUSTOMER_ID_AVG_AMOUNT_30DAY_WINDOW,TERMINAL_ID_NB_TX_1DAY_WINDOW,TERMINAL_ID_RISK_1DAY_WINDOW,TERMINAL_ID_NB_TX_7DAY_WINDOW,TERMINAL_ID_RISK_7DAY_WINDOW,TERMINAL_ID_NB_TX_30DAY_WINDOW,TERMINAL_ID_RISK_30DAY_WINDOW
3946,2023-12-05 11:01:40,220,273,81.31,385300,4,0,0,0,0,4.0,86.395,17.0,67.99058823529411,17.0,67.99058823529411,0.0,0.0,0.0,0.0,0.0,0.0
3947,2023-12-05 11:01:56,230,268,73.77,385316,4,0,0,0,0,4.0,65.4375,12.0,58.36666666666667,12.0,58.36666666666667,0.0,0.0,0.0,0.0,0.0,0.0
3948,2023-12-05 11:02:00,17,363,110.05,385320,4,0,0,0,0,2.0,105.99000000000001,7.0,110.72571428571429,7.0,110.72571428571429,0.0,0.0,0.0,0.0,0.0,0.0
3949,2023-12-05 11:02:12,247,77,3.24,385332,4,0,0,0,0,1.0,3.24,6.0,8.373333333333333,6.0,8.373333333333333,0.0,0.0,0.0,0.0,0.0,0.0
3950,2023-12-05 11:03:10,294,246,110.42,385390,4,0,0,0,0,1.0,110.42,3.0,95.85000000000001,3.0,95.85000000000001,0.0,0.0,0.0,0.0,0.0,0.0
3951,2023-12-05 11:03:24,224,286,50.87,385404,4,0,0,0,0,1.0,50.87,5.0,36.212,5.0,36.212,0.0,0.0,0.0,0.0,0.0,0.0
3952,2023-12-05 11:03:28,169,383,20.54,385408,4,0,0,0,0,1.0,20.54,6.0,13.583333333333334,6.0,13.583333333333334,0.0,0.0,0.0,0.0,0.0,0.0
3953,2023-12-05 11:05:39,401,274,132.67,385539,4,0,0,0,0,1.0,132.67,3.0,85.82,3.0,85.82,0.0,0.0,0.0,0.0,0.0,0.0
3954,2023-12-05 11:07:05,454,454,65.96,385625,4,0,0,0,0,6.0,65.90166666666666,20.0,77.15799999999999,20.0,77.15799999999999,0.0,0.0,0.0,0.0,0.0,0.0
3955,2023-12-05 11:07:35,104,82,18.4,385655,4,0,0,0,0,6.0,13.478333333333333,9.0,16.775555555555556,9.0,16.775555555555556,0.0,0.0,0.0,0.0,0.0,0.0
3956,2023-12-05 11:08:08,271,267,15.3,385688,4,0,0,0,0,3.0,8.57,15.0,10.998,15.0,10.998,0.0,0.0,0.0,0.0,0.0,0.0
3957,2023-12-05 11:08:28,55,113,41.2,385708,4,0,0,0,0,8.0,33.072500000000005,19.0,31.684736842105263,19.0,31.684736842105263,0.0,0.0,0.0,0.0,0.0,0.0
3958,2023-12-05 11:10:09,388,217,9.75,385809,4,0,0,0,0,4.0,12.547500000000001,16.0,18.259999999999998,16.0,18.259999999999998,0.0,0.0,0.0,0.0,0.0,0.0
3959,2023-12-05 11:10:32,53,141,4.81,385832,4,0,0,0,0,3.0,5.830000000000001,15.0,7.972666666666667,15.0,7.972666666666667,0.0,0.0,0.0,0.0,0.0,0.0
3960,2023-12-05 11:11:03,414,191,11.95,385863,4,0,0,0,0,4.0,63.5125,15.0,65.10733333333333,15.0,65.10733333333333,0.0,0.0,0.0,0.0,0.0,0.0
3961,2023-12-05 11:11:50,481,16,18.32,385910,4,0,0,0,0,4.0,17.1275,17.0,13.24470588235294,17.0,13.24470588235294,0.0,0.0,0.0,0.0,0.0,0.0
3962,2023-12-05 11:12:23,303,317,43.02,385943,4,0,0,0,0,2.0,44.685,6.0,71.54666666666667,6.0,71.54666666666667,0.0,0.0,0.0,0.0,0.0,0.0
3963,2023-12-05 11:12:47,158,4,99.97,385967,4,0,0,0,0,3.0,76.16666666666666,16.0,88.3325,16.0,88.3325,0.0,0.0,0.0,0.0,0.0,0.0
3964,2023-12-05 11:13:50,263,424,43.6,386030,4,0,0,0,0,3.0,67.22,8.0,86.5425,8.0,86.5425,0.0,0.0,0.0,0.0,0.0,0.0
3965,2023-12-05 11:15:38,49,487,9.32,386138,4,0,0,0,0,2.0,11.475000000000001,7.0,11.027142857142858,7.0,11.027142857142858,0.0,0.0,0.0,0.0,0.0,0.0
3966,2023-12-05 11:16:00,156,261,154.93,386160,4,0,0,0,0,2.0,123.71,11.0,79.47818181818182,11.0,79.47818181818182,0.0,0.0,0.0,0.0,0.0,0.0
3967,2023-12-05 11:16:00,290,219,36.71,386160,4,0,0,0,0,3.0,47.5,13.0,42.30461538461539,13.0,42.30461538461539,0.0,0.0,0.0,0.0,0.0,0.0
3968,2023-12-05 11:18:09,256,150,64.26,386289,4,0,0,0,0,2.0,49.24,3.0,38.406666666666666,3.0,38.406666666666666,0.0,0.0,0.0,0.0,0.0,0.0
3969,2023-12-05 11:18:10,254,324,27.43,386290,4,0,0,0,0,3.0,54.00333333333334,10.0,60.673,10.0,60.673,0.0,0.0,0.0,0.0,0.0,0.0
3970,2023-12-05 11:18:20,281,456,59.72,386300,4,0,0,0,0,2.0,112.975,9.0,95.53444444444445,9.0,95.53444444444445,0.0,0.0,0.0,0.0,0.0,0.0
3971,2023-12-05 11:20:25,180,58,12.03,386425,4,0,0,0,0,4.0,8.08,16.0,9.44625,16.0,9.44625,0.0,0.0,0.0,0.0,0.0,0.0
3972,2023-12-05 11:21:14,35,38,99.94,386474,4,0,0,0,0,5.0,43.958,18.0,46.028888888888886,18.0,46.028888888888886,0.0,0.0,0.0,0.0,0.0,0.0
3973,2023-12-05 11:24:51,140,359,157.66,386691,4,0,0,0,0,2.0,174.375,12.0,115.07666666666667,12.0,115.07666666666667,0.0,0.0,0.0,0.0,0.0,0.0
3974,2023-12-05 11:27:44,356,473,13.0,386864,4,0,0,0,0,2.0,44.715,17.0,73.03705882352942,17.0,73.03705882352942,0.0,0.0,0.0,0.0,0.0,0.0
3975,2023-12-05 11:29:02,236,464,94.67,386942,4,0,0,0,0,2.0,77.31,8.0,71.18875,8.0,71.18875,0.0,0.0,0.0,0.0,0.0,0.0
3976,2023-12-05 11:32:23,267,290,4.9,387143,4,0,0,0,0,4.0,3.39,22.0,4.617727272727273,22.0,4.617727272727273,0.0,0.0,0.0,0.0,0.0,0.0
3977,2023-12-05 11:32:26,356,487,87.32,387146,4,0,0,0,0,3.0,58.916666666666664,18.0,73.83055555555556,18.0,73.83055555555556,0.0,0.0,0.0,0.0,0.0,0.0
3978,2023-12-05 11:33:07,371,54,60.65,387187,4,0,0,0,0,4.0,46.582499999999996,14.0,52.835,14.0,52.835,0.0,0.0,0.0,0.0,0.0,0.0
3979,2023-12-05 11:33:33,140,28,41.29,387213,4,0,0,0,0,3.0,130.01333333333335,13.0,109.40076923076923,13.0,109.40076923076923,0.0,0.0,0.0,0.0,0.0,0.0
3980,2023-12-05 11:35:31,267,400,3.08,387331,4,0,0,0,0,5.0,3.3280000000000003,23.0,4.550869565217392,23.0,4.550869565217392,0.0,0.0,0.0,0.0,0.0,0.0
3981,2023-12-05 11:39:17,117,67,61.7,387557,4,0,0,0,0,5.0,74.86800000000001,18.0,61.73888888888889,18.0,61.73888888888889,0.0,0.0,0.0,0.0,0.0,0.0
3982,2023-12-05 11:39:40,310,229,116.7,387580,4,0,0,0,0,2.0,126.155,5.0,120.38400000000001,5.0,120.38400000000001,0.0,0.0,0.0,0.0,0.0,0.0
3983,2023-12-05 11:39:48,339,30,69.77,387588,4,0,0,0,0,3.0,81.08999999999999,11.0,88.98545454545454,11.0,88.98545454545454,0.0,0.0,0.0,0.0,0.0,0.0
3984,2023-12-05 11:40:02,233,148,56.4,387602,4,0,0,0,0,2.0,61.86,12.0,55.66916666666666,12.0,55.66916666666666,0.0,0.0,0.0,0.0,0.0,0.0
3985,2023-12-05 11:41:07,117,366,37.34,387667,4,0,0,0,0,6.0,68.61333333333333,19.0,60.454736842105255,19.0,60.454736842105255,0.0,0.0,0.0,0.0,0.0,0.0
3986,2023-12-05 11:41:49,386,424,115.78,387709,4,0,0,0,0,2.0,89.825,12.0,83.9475,12.0,83.9475,0.0,0.0,0.0,0.0,0.0,0.0
3987,2023-12-05 11:42:02,240,78,20.76,387722,4,0,0,0,0,6.0,16.5,11.0,18.997272727272726,11.0,18.997272727272726,0.0,0.0,0.0,0.0,0.0,0.0
3988,2023-12-05 11:43:15,472,489,107.57,387795,4,0,0,0,0,3.0,83.41666666666667,11.0,63.391818181818174,11.0,63.391818181818174,0.0,0.0,0.0,0.0,0.0,0.0
3989,2023-12-05 11:43:32,188,463,21.19,387812,4,0,0,0,0,5.0,31.066000000000003,16.0,31.020625000000003,16.0,31.020625000000003,0.0,0.0,0.0,0.0,0.0,0.0
3990,2023-12-05 11:44:59,372,135,48.89,387899,4,0,0,0,0,2.0,47.93,6.0,52.05833333333334,6.0,52.05833333333334,0.0,0.0,0.0,0.0,0.0,0.0
3991,2023-12-05 11:45:35,117,366,85.68,387935,4,0,0,0,0,7.0,71.05142857142857,20.0,61.715999999999994,20.0,61.715999999999994,0.0,0.0,0.0,0.0,0.0,0.0
3992,2023-12-05 11:45:35,454,443,62.06,387935,4,0,0,0,0,6.0,73.21666666666665,21.0,76.43904761904761,21.0,76.43904761904761,0.0,0.0,0.0,0.0,0.0,0.0
3993,2023-12-05 11:46:04,80,180,6.41,387964,4,0,0,0,0,2.0,8.280000000000001,7.0,11.64,7.0,11.64,0.0,0.0,0.0,0.0,0.0,0.0
3994,2023-12-05 11:46:21,302,230,8.9,387981,4,0,0,0,0,1.0,8.9,13.0,8.051538461538462,13.0,8.051538461538462,0.0,0.0,0.0,0.0,0.0,0.0
3995,2023-12-05 11:46:28,407,432,41.34,387988,4,0,0,0,0,4.0,36.6525,23.0,38.92913043478261,23.0,38.92913043478261,0.0,0.0,0.0,0.0,0.0,0.0
3996,2023-12-05 11:46:40,497,433,18.35,388000,4,0,0,0,0,1.0,18.35,14.0,21.952142857142857,14.0,21.952142857142857,0.0,0.0,0.0,0.0,0.0,0.0
3997,2023-12-05 11:46:45,194,236,29.6,388005,4,0,0,0,0,3.0,41.57999999999999,13.0,65.88846153846154,13.0,65.88846153846154,0.0,0.0,0.0,0.0,0.0,0.0
3998,2023-12-05 11:50:27,352,181,44.56,388227,4,0,0,0,0,6.0,29.771666666666665,17.0,24.413529411764703,17.0,24.413529411764703,0.0,0.0,0.0,0.0,0.0,0.0
3999,2023-12-05 11:52:01,5,480,78.85,388321,4,0,0,0,0,3.0,63.419999999999995,10.0,59.388,10.0,59.388,0.0,0.0,0.0,0.0,0.0,0.0
4000,2023-12-05 11:52:24,306,346,50.46,388344,4,0,0,0,0,3.0,38.18,13.0,50.88153846153846,13.0,50.88153846153846,0.0,0.0,0.0,0.0,0.0,0.0
4001,2023-12-05 11:53:00,74,320,60.2,388380,4,0,0,0,0,2.0,90.01500000000001,10.0,102.11,10.0,102.11,0.0,0.0,0.0,0.0,0.0,0.0
4002,2023-12-05 11:54:47,5,79,76.52,388487,4,0,0,0,0,4.0,66.695,11.0,60.945454545454545,11.0,60.945454545454545,0.0,0.0,0.0,0.0,0.0,0.0
4003,2023-12-05 11:55:37,391,244,17.17,388537,4,0,0,0,0,3.0,13.456666666666669,3.0,13.456666666666669,3.0,13.456666666666669,0.0,0.0,0.0,0.0,0.0,0.0
4004,2023-12-05 11:58:27,111,3,119.85,388707,4,0,0,0,0,4.0,99.8675,18.0,91.13888888888889,18.0,91.13888888888889,0.0,0.0,0.0,0.0,0.0,0.0
4005,2023-12-05 11:59:01,395,150,124.47,388741,4,0,0,0,0,7.0,86.09714285714286,16.0,70.993125,16.0,70.993125,0.0,0.0,0.0,0.0,0.0,0.0
4006,2023-12-05 12:00:17,223,431,93.84,388817,4,0,0,0,0,1.0,93.84,11.0,65.94181818181818,11.0,65.94181818181818,0.0,0.0,0.0,0.0,0.0,0.0
4007,2023-12-05 12:01:11,194,216,26.18,388871,4,0,0,0,0,4.0,37.73,14.0,63.05214285714286,14.0,63.05214285714286,0.0,0.0,0.0,0.0,0.0,0.0
4008,2023-12-05 12:02:33,343,218,43.04,388953,4,0,0,0,0,6.0,20.838333333333335,16.0,19.285625,16.0,19.285625,0.0,0.0,0.0,0.0,0.0,0.0
4009,2023-12-05 12:02:37,264,499,50.8,388957,4,0,0,0,0,3.0,46.17333333333334,12.0,78.48083333333334,12.0,78.48083333333334,0.0,0.0,0.0,0.0,0.0,0.0
4010,2023-12-05 12:04:45,203,42,13.26,389085,4,0,0,0,0,2.0,24.599999999999998,5.0,19.592000000000002,5.0,19.592000000000002,0.0,0.0,0.0,0.0,0.0,0.0
4011,2023-12-05 12:05:37,168,437,112.51,389137,4,0,0,0,0,3.0,90.20666666666666,12.0,93.2675,12.0,93.2675,0.0,0.0,0.0,0.0,0.0,0.0
4012,2023-12-05 12:05:53,129,3,315.5,389153,4,1,3,0,0,5.0,120.56599999999999,19.0,109.59473684210528,19.0,109.59473684210528,0.0,0.0,0.0,0.0,0.0,0.0
4013,2023-12-05 12:09:13,282,163,4.6,389353,4,0,0,0,0,1.0,4.6,1.0,4.6,1.0,4.6,0.0,0.0,0.0,0.0,0.0,0.0
4014,2023-12-05 12:10:30,330,220,0.48,389430,4,0,0,0,0,3.0,3.2433333333333336,7.0,5.619999999999999,7.0,5.619999999999999,0.0,0.0,0.0,0.0,0.0,0.0
4015,2023-12-05 12:12:23,437,26,9.21,389543,4,0,0,0,0,2.0,41.629999999999995,7.0,73.27428571428571,7.0,73.27428571428571,0.0,0.0,0.0,0.0,0.0,0.0
4016,2023-12-05 12:12:32,102,437,9.51,389552,4,0,0,0,0,1.0,9.51,5.0,8.522,5.0,8.522,0.0,0.0,0.0,0.0,0.0,0.0
4017,2023-12-05 12:13:27,164,436,46.57,389607,4,0,0,0,0,3.0,17.61,17.0,42.995294117647056,17.0,42.995294117647056,0.0,0.0,0.0,0.0,0.0,0.0
4018,2023-12-05 12:14:21,406,130,100.68,389661,4,1,2,0,0,1.0,100.68,9.0,116.29444444444445,9.0,116.29444444444445,0.0,0.0,0.0,0.0,0.0,0.0
4019,2023-12-05 12:15:31,381,58,18.97,389731,4,0,0,0,0,3.0,16.19333333333333,9.0,17.24888888888889,9.0,17.24888888888889,0.0,0.0,0.0,0.0,0.0,0.0
4020,2023-12-05 12:16:24,477,425,6.72,389784,4,0,0,0,0,2.0,13.235,4.0,15.5675,4.0,15.5675,0.0,0.0,0.0,0.0,0.0,0.0
4021,2023-12-05 12:16:56,1,5,31.74,389816,4,0,0,0,0,2.0,47.795,14.0,41.85857142857143,14.0,41.85857142857143,0.0,0.0,0.0,0.0,0.0,0.0
4022,2023-12-05 12:20:09,37,54,22.63,390009,4,0,0,0,0,4.0,23.872500000000002,16.0,22.39125,16.0,22.39125,0.0,0.0,0.0,0.0,0.0,0.0
4023,2023-12-05 12:21:19,275,112,57.09,390079,4,0,0,0,0,5.0,45.202,16.0,38.039375,16.0,38.039375,0.0,0.0,0.0,0.0,0.0,0.0
4024,2023-12-05 12:22:11,37,337,22.68,390131,4,0,0,0,0,5.0,23.634,17.0,22.408235294117645,17.0,22.408235294117645,0.0,0.0,0.0,0.0,0.0,0.0
4025,2023-12-05 12:22:13,246,484,118.97,390133,4,0,0,0,0,5.0,98.384,16.0,81.80375000000001,16.0,81.80375000000001,0.0,0.0,0.0,0.0,0.0,0.0
4026,2023-12-05 12:22:52,91,457,69.37,390172,4,0,0,0,0,1.0,69.37,7.0,72.10857142857142,7.0,72.10857142857142,0.0,0.0,0.0,0.0,0.0,0.0
4027,2023-12-05 12:23:14,449,448,91.14,390194,4,0,0,0,0,3.0,103.64333333333333,12.0,101.63416666666666,12.0,101.63416666666666,0.0,0.0,0.0,0.0,0.0,0.0
4028,2023-12-05 12:25:04,18,34,65.39,390304,4,0,0,0,0,1.0,65.39,2.0,82.035,2.0,82.035,0.0,0.0,0.0,0.0,0.0,0.0
4029,2023-12-05 12:25:04,228,453,8.78,390304,4,0,0,0,0,2.0,37.5,12.0,74.23833333333333,12.0,74.23833333333333,0.0,0.0,0.0,0.0,0.0,0.0
4030,2023-12-05 12:26:09,151,146,37.48,390369,4,0,0,0,0,1.0,37.48,6.0,32.001666666666665,6.0,32.001666666666665,0.0,0.0,0.0,0.0,0.0,0.0
4031,2023-12-05 12:26:22,388,208,9.08,390382,4,0,0,0,0,5.0,11.854000000000001,17.0,17.72,17.0,17.72,0.0,0.0,0.0,0.0,0.0,0.0
4032,2023-12-05 12:28:33,45,93,4.25,390513,4,0,0,0,0,2.0,26.4,6.0,49.846666666666664,6.0,49.846666666666664,0.0,0.0,0.0,0.0,0.0,0.0
4033,2023-12-05 12:29:19,239,199,140.49,390559,4,0,0,0,0,4.0,98.86,16.0,115.32124999999999,16.0,115.32124999999999,0.0,0.0,0.0,0.0,0.0,0.0
4034,2023-12-05 12:29:47,119,337,70.1,390587,4,0,0,0,0,2.0,97.345,5.0,108.18199999999999,5.0,108.18199999999999,0.0,0.0,0.0,0.0,0.0,0.0
4035,2023-12-05 12:33:45,289,304,15.02,390825,4,1,2,0,0,3.0,12.653333333333334,8.0,13.525,8.0,13.525,0.0,0.0,0.0,0.0,0.0,0.0
4036,2023-12-05 12:33:50,186,437,53.35,390830,4,0,0,0,0,8.0,77.77875,20.0,77.33200000000001,20.0,77.33200000000001,0.0,0.0,0.0,0.0,0.0,0.0
4037,2023-12-05 12:34:31,46,368,67.48,390871,4,0,0,0,0,3.0,52.42666666666667,10.0,55.597,10.0,55.597,0.0,0.0,0.0,0.0,0.0,0.0
4038,2023-12-05 12:35:30,28,88,69.36,390930,4,0,0,0,0,4.0,71.955,11.0,75.29272727272728,11.0,75.29272727272728,0.0,0.0,0.0,0.0,0.0,0.0
4039,2023-12-05 12:35:53,389,187,4.5,390953,4,0,0,0,0,3.0,25.86666666666667,19.0,78.73263157894738,19.0,78.73263157894738,0.0,0.0,0.0,0.0,0.0,0.0
4040,2023-12-05 12:36:43,476,87,119.06,391003,4,0,0,0,0,3.0,145.34666666666666,9.0,120.24111111111112,9.0,120.24111111111112,0.0,0.0,0.0,0.0,0.0,0.0
4041,2023-12-05 12:37:22,202,69,56.32,391042,4,0,0,0,0,2.0,35.325,12.0,40.62916666666667,12.0,40.62916666666667,0.0,0.0,0.0,0.0,0.0,0.0
4042,2023-12-05 12:38:46,4,372,17.53,391126,4,0,0,0,0,4.0,69.06,18.0,87.49055555555555,18.0,87.49055555555555,0.0,0.0,0.0,0.0,0.0,0.0
4043,2023-12-05 12:38:53,473,56,14.44,391133,4,0,0,0,0,1.0,14.44,11.0,17.847272727272728,11.0,17.847272727272728,0.0,0.0,0.0,0.0,0.0,0.0
4044,2023-12-05 12:38:58,287,295,5.18,391138,4,0,0,0,0,4.0,7.415,9.0,7.664444444444445,9.0,7.664444444444445,0.0,0.0,0.0,0.0,0.0,0.0
4045,2023-12-05 12:39:14,471,35,30.23,391154,4,0,0,0,0,5.0,22.578000000000003,15.0,19.668666666666663,15.0,19.668666666666663,0.0,0.0,0.0,0.0,0.0,0.0
4046,2023-12-05 12:40:03,1,378,60.94,391203,4,0,0,0,0,3.0,52.17666666666667,15.0,43.13066666666667,15.0,43.13066666666667,0.0,0.0,0.0,0.0,0.0,0.0
4047,2023-12-05 12:40:04,90,302,40.43,391204,4,0,0,0,0,3.0,36.53,6.0,51.75,6.0,51.75,0.0,0.0,0.0,0.0,0.0,0.0
4048,2023-12-05 12:40:54,360,322,54.0,391254,4,0,0,0,0,2.0,38.635,12.0,38.7975,12.0,38.7975,0.0,0.0,0.0,0.0,0.0,0.0
4049,2023-12-05 12:41:09,91,457,28.95,391269,4,0,0,0,0,2.0,49.160000000000004,8.0,66.71375,8.0,66.71375,0.0,0.0,0.0,0.0,0.0,0.0
4050,2023-12-05 12:42:19,170,135,2.42,391339,4,0,0,0,0,1.0,2.42,8.0,7.475,8.0,7.475,0.0,0.0,0.0,0.0,0.0,0.0
4051,2023-12-05 12:42:23,400,228,29.01,391343,4,0,0,0,0,4.0,28.19,19.0,41.95842105263158,19.0,41.95842105263158,0.0,0.0,0.0,0.0,0.0,0.0
4052,2023-12-05 12:42:27,477,188,14.14,391347,4,0,0,0,0,3.0,13.536666666666667,5.0,15.282,5.0,15.282,0.0,0.0,0.0,0.0,0.0,0.0
4053,2023-12-05 12:43:16,67,83,43.29,391396,4,0,0,0,0,3.0,84.77333333333333,16.0,81.1175,16.0,81.1175,0.0,0.0,0.0,0.0,0.0,0.0
4054,2023-12-05 12:43:42,432,152,21.55,391422,4,0,0,0,0,2.0,20.62,10.0,16.709,10.0,16.709,0.0,0.0,0.0,0.0,0.0,0.0
4055,2023-12-05 12:44:46,453,104,157.85,391486,4,0,0,0,0,2.0,146.89,10.0,90.546,10.0,90.546,0.0,0.0,0.0,0.0,0.0,0.0
4056,2023-12-05 12:45:00,364,199,100.53,391500,4,0,0,0,0,3.0,138.23666666666665,5.0,118.776,5.0,118.776,0.0,0.0,0.0,0.0,0.0,0.0
4057,2023-12-05 12:46:31,385,270,25.89,391591,4,0,0,0,0,1.0,25.89,1.0,25.89,1.0,25.89,0.0,0.0,0.0,0.0,0.0,0.0
4058,2023-12-05 12:47:40,6,163,8.5,391660,4,0,0,0,0,4.0,14.25,20.0,20.023500000000002,20.0,20.023500000000002,0.0,0.0,0.0,0.0,0.0,0.0
4059,2023-12-05 12:48:25,359,202,1.22,391705,4,0,0,0,0,7.0,97.51428571428572,17.0,100.94588235294117,17.0,100.94588235294117,0.0,0.0,0.0,0.0,0.0,0.0
4060,2023-12-05 12:50:46,62,418,40.94,391846,4,0,0,0,0,5.0,38.596,13.0,45.12692307692308,13.0,45.12692307692308,0.0,0.0,0.0,0.0,0.0,0.0
4061,2023-12-05 12:51:38,4,372,36.44,391898,4,0,0,0,0,5.0,62.536,19.0,84.80368421052631,19.0,84.80368421052631,0.0,0.0,0.0,0.0,0.0,0.0
4062,2023-12-05 12:52:26,239,216,129.24,391946,4,0,0,0,0,4.0,108.45750000000001,17.0,116.14,17.0,116.14,0.0,0.0,0.0,0.0,0.0,0.0
4063,2023-12-05 12:53:34,329,170,107.54,392014,4,0,0,0,0,2.0,96.59,16.0,70.495,16.0,70.495,0.0,0.0,0.0,0.0,0.0,0.0
4064,2023-12-05 12:54:31,301,392,80.61,392071,4,0,0,0,0,2.0,56.975,16.0,60.707499999999996,16.0,60.707499999999996,0.0,0.0,0.0,0.0,0.0,0.0
4065,2023-12-05 12:55:06,293,190,128.74,392106,4,0,0,0,0,6.0,82.62833333333333,20.0,94.74,20.0,94.74,0.0,0.0,0.0,0.0,0.0,0.0
4066,2023-12-05 12:55:34,222,14,20.49,392134,4,0,0,0,0,4.0,27.72,13.0,31.83076923076923,13.0,31.83076923076923,0.0,0.0,0.0,0.0,0.0,0.0
4067,2023-12-05 12:55:41,499,340,85.91,392141,4,0,0,0,0,1.0,85.91,11.0,83.77090909090909,11.0,83.77090909090909,0.0,0.0,0.0,0.0,0.0,0.0
4068,2023-12-05 12:55:49,323,217,4.46,392149,4,0,0,0,0,3.0,5.26,14.0,7.3585714285714285,14.0,7.3585714285714285,0.0,0.0,0.0,0.0,0.0,0.0
4069,2023-12-05 12:56:28,182,441,54.25,392188,4,0,0,0,0,1.0,54.25,7.0,61.26857142857143,7.0,61.26857142857143,0.0,0.0,0.0,0.0,0.0,0.0
4070,2023-12-05 12:56:37,209,218,11.44,392197,4,0,0,0,0,4.0,36.1975,16.0,36.034375,16.0,36.034375,0.0,0.0,0.0,0.0,0.0,0.0
4071,2023-12-05 12:56:46,221,441,100.53,392206,4,0,0,0,0,1.0,100.53,7.0,78.09,7.0,78.09,0.0,0.0,0.0,0.0,0.0,0.0
4072,2023-12-05 12:57:22,89,156,31.42,392242,4,0,0,0,0,1.0,31.42,15.0,27.826,15.0,27.826,0.0,0.0,0.0,0.0,0.0,0.0
4073,2023-12-05 12:59:46,93,122,19.0,392386,4,0,0,0,0,1.0,19.0,4.0,28.9575,4.0,28.9575,0.0,0.0,0.0,0.0,0.0,0.0
4074,2023-12-05 13:00:57,129,110,136.82,392457,4,0,0,0,0,6.0,123.27499999999999,20.0,110.95599999999999,20.0,110.95599999999999,0.0,0.0,0.0,0.0,0.0,0.0
4075,2023-12-05 13:01:30,100,247,21.24,392490,4,0,0,0,0,2.0,18.055,10.0,12.15,10.0,12.15,0.0,0.0,0.0,0.0,0.0,0.0
4076,2023-12-05 13:02:23,173,452,50.94,392543,4,0,0,0,0,1.0,50.94,4.0,41.4225,4.0,41.4225,0.0,0.0,0.0,0.0,0.0,0.0
4077,2023-12-05 13:02:29,41,248,4.91,392549,4,0,0,0,0,1.0,4.91,4.0,5.6225,4.0,5.6225,0.0,0.0,0.0,0.0,0.0,0.0
4078,2023-12-05 13:03:35,101,373,71.69,392615,4,0,0,0,0,1.0,71.69,5.0,42.79,5.0,42.79,0.0,0.0,0.0,0.0,0.0,0.0
4079,2023-12-05 13:03:38,1,378,95.48,392618,4,0,0,0,0,4.0,63.0025,16.0,46.4025,16.0,46.4025,0.0,0.0,0.0,0.0,0.0,0.0
4080,2023-12-05 13:04:13,26,288,29.72,392653,4,0,0,0,0,4.0,59.377500000000005,11.0,67.25181818181818,11.0,67.25181818181818,0.0,0.0,0.0,0.0,0.0,0.0
4081,2023-12-05 13:07:44,379,300,55.1,392864,4,0,0,0,0,5.0,47.3,20.0,42.737,20.0,42.737,0.0,0.0,0.0,0.0,0.0,0.0
4082,2023-12-05 13:07:45,388,357,17.63,392865,4,0,0,0,0,6.0,12.816666666666668,18.0,17.715,18.0,17.715,0.0,0.0,0.0,0.0,0.0,0.0
4083,2023-12-05 13:09:11,400,316,74.43,392951,4,0,0,0,0,5.0,37.438,20.0,43.582,20.0,43.582,0.0,0.0,0.0,0.0,0.0,0.0
4084,2023-12-05 13:10:03,457,107,21.38,393003,4,0,0,0,0,1.0,21.38,6.0,27.555000000000003,6.0,27.555000000000003,0.0,0.0,0.0,0.0,0.0,0.0
4085,2023-12-05 13:10:41,489,10,34.41,393041,4,0,0,0,0,2.0,35.709999999999994,10.0,31.5,10.0,31.5,0.0,0.0,0.0,0.0,0.0,0.0
4086,2023-12-05 13:10:41,403,309,45.3,393041,4,0,0,0,0,6.0,53.468333333333334,23.0,59.06478260869565,23.0,59.06478260869565,0.0,0.0,0.0,0.0,0.0,0.0
4087,2023-12-05 13:11:10,359,305,34.3,393070,4,0,0,0,0,8.0,89.6125,18.0,97.24333333333333,18.0,97.24333333333333,0.0,0.0,0.0,0.0,0.0,0.0
4088,2023-12-05 13:11:27,285,89,22.96,393087,4,0,0,0,0,1.0,22.96,7.0,28.262857142857143,7.0,28.262857142857143,0.0,0.0,0.0,0.0,0.0,0.0
4089,2023-12-05 13:12:32,282,331,4.67,393152,4,0,0,0,0,2.0,4.635,2.0,4.635,2.0,4.635,0.0,0.0,0.0,0.0,0.0,0.0
4090,2023-12-05 13:14:30,117,290,64.6,393270,4,0,0,0,0,8.0,70.245,21.0,61.85333333333334,21.0,61.85333333333334,0.0,0.0,0.0,0.0,0.0,0.0
4091,2023-12-05 13:15:48,435,63,19.17,393348,4,0,0,0,0,3.0,15.996666666666668,14.0,26.722857142857144,14.0,26.722857142857144,0.0,0.0,0.0,0.0,0.0,0.0
